country,day,domestic_flights,international_departures,international_arrivals,total_flights
Costa Rica,2020-04-18,,5.0,0.0,
Costa Rica,2020-04-19,,3.0,1.0,
Costa Rica,2020-04-20,,2.0,2.0,
Costa Rica,2020-04-21,,2.0,1.0,
Costa Rica,2020-04-23,,0.0,,
Costa Rica,2020-04-24,,1.0,0.0,
Costa Rica,2020-04-25,,1.0,,
Costa Rica,2020-04-26,,2.0,,
Croatia,2020-03-25,,15.0,14.0,
Croatia,2020-03-26,,10.0,10.0,
Croatia,2020-03-27,,13.0,12.0,
Croatia,2020-03-28,,7.0,7.0,
Croatia,2020-03-30,,10.0,10.0,
Croatia,2020-03-31,,6.0,8.0,
Croatia,2020-04-06,,6.0,7.0,
Croatia,2020-04-07,,3.0,3.0,
Croatia,2020-04-08,,5.0,4.0,
Croatia,2020-04-09,,3.0,3.0,
Croatia,2020-04-10,,5.0,5.0,
Croatia,2020-04-11,,1.0,1.0,
Croatia,2020-04-13,,4.0,4.0,
Croatia,2020-04-14,,4.0,5.0,
Croatia,2020-04-15,,4.0,5.0,
Croatia,2020-04-17,,2.0,3.0,
Croatia,2020-04-20,,3.0,4.0,
Croatia,2020-04-23,,2.0,2.0,
Croatia,2020-04-27,,6.0,6.0,
Croatia,2020-04-28,,3.0,3.0,
Croatia,2020-04-29,,3.0,2.0,
Cuba,2020-02-03,,0.0,1.0,
Cuba,2020-02-04,,0.0,1.0,
Cuba,2020-02-05,,0.0,1.0,
Cuba,2020-02-07,,0.0,1.0,
Cuba,2020-02-08,,0.0,1.0,
Cuba,2020-02-09,,0.0,1.0,
Cuba,2020-02-10,,1.0,2.0,
Cuba,2020-02-11,,0.0,0.0,
Cuba,2020-02-12,,1.0,2.0,
Cuba,2020-02-17,,0.0,6.0,
Cuba,2020-02-18,,0.0,2.0,
Cuba,2020-02-19,,0.0,1.0,
Cuba,2020-02-21,,0.0,3.0,
Cuba,2020-02-24,,0.0,1.0,
Cuba,2020-02-25,,0.0,1.0,
Cuba,2020-02-26,,0.0,1.0,
Cuba,2020-02-27,,1.0,0.0,
Cuba,2020-02-28,,0.0,0.0,
Cuba,2020-02-29,,1.0,1.0,
Cuba,2020-03-01,,0.0,1.0,
Cuba,2020-03-07,,1.0,2.0,
Cuba,2020-03-08,,0.0,1.0,
Cuba,2020-03-09,,0.0,2.0,
Cuba,2020-03-12,,0.0,3.0,
Cuba,2020-03-14,,1.0,0.0,
Cuba,2020-03-15,,1.0,2.0,
Cuba,2020-03-16,,0.0,5.0,
Cuba,2020-03-17,,0.0,1.0,
Cuba,2020-03-20,,0.0,0.0,
Cuba,2020-03-22,,1.0,3.0,
Cuba,2020-03-23,,0.0,4.0,
Cuba,2020-03-25,,0.0,2.0,
Cuba,2020-03-26,,0.0,1.0,
Cuba,2020-03-27,,0.0,1.0,
Cuba,2020-03-28,,0.0,,
Cuba,2020-03-30,,0.0,3.0,
Cuba,2020-03-31,,0.0,0.0,
Cuba,2020-04-03,,0.0,1.0,
Cuba,2020-04-06,,0.0,,
Cuba,2020-04-07,,0.0,1.0,
Cuba,2020-04-09,,0.0,0.0,
Cuba,2020-04-10,,0.0,1.0,
Cuba,2020-04-11,,0.0,0.0,
Cuba,2020-04-13,,0.0,,
Cuba,2020-04-16,,0.0,2.0,
Cuba,2020-04-17,,0.0,,
Cuba,2020-04-18,,1.0,0.0,
Cuba,2020-04-19,,0.0,3.0,
Cuba,2020-04-20,,0.0,2.0,
Cuba,2020-04-22,,0.0,0.0,
Cuba,2020-04-23,,0.0,0.0,
Cuba,2020-04-24,,1.0,3.0,
Cuba,2020-04-25,,0.0,,
Cuba,2020-04-27,,0.0,0.0,
Cuba,2020-04-28,,0.0,0.0,
Cuba,2020-04-30,,0.0,0.0,
Cyprus,2020-02-02,,1.0,14.0,
Cyprus,2020-03-28,,3.0,2.0,
Cyprus,2020-03-29,,0.0,1.0,
Cyprus,2020-03-31,,3.0,3.0,
Cyprus,2020-04-01,,2.0,3.0,
Cyprus,2020-04-02,,3.0,2.0,
Cyprus,2020-04-03,,5.0,5.0,
Cyprus,2020-04-04,,1.0,1.0,
Cyprus,2020-04-05,,1.0,1.0,
Cyprus,2020-04-06,,6.0,4.0,
Cyprus,2020-04-07,,2.0,2.0,
Cyprus,2020-04-08,,4.0,3.0,
Cyprus,2020-04-09,,5.0,6.0,
Cyprus,2020-04-10,,5.0,5.0,
Cyprus,2020-04-11,,1.0,,
Cyprus,2020-04-14,,3.0,2.0,
Cyprus,2020-04-15,,4.0,5.0,
Cyprus,2020-04-16,,7.0,9.0,
Cyprus,2020-04-17,,2.0,3.0,
Cyprus,2020-04-18,,2.0,3.0,
Cyprus,2020-04-20,,1.0,3.0,
Cyprus,2020-04-21,,5.0,6.0,
Cyprus,2020-04-22,,4.0,2.0,
Cyprus,2020-04-23,,6.0,4.0,
Cyprus,2020-04-24,,9.0,8.0,
Cyprus,2020-04-25,,4.0,4.0,
Cyprus,2020-04-26,,4.0,3.0,
Cyprus,2020-04-27,,5.0,6.0,
Cyprus,2020-04-28,,5.0,5.0,
Cyprus,2020-04-29,,4.0,7.0,
Cyprus,2020-04-30,,5.0,6.0,
Dominican Republic,2020-02-04,,47.0,45.0,
Dominican Republic,2020-02-06,,48.0,58.0,
Dominican Republic,2020-02-13,,48.0,45.0,
Dominican Republic,2020-02-19,,46.0,46.0,
Dominican Republic,2020-02-25,,51.0,44.0,
Dominican Republic,2020-02-26,,40.0,41.0,
Dominican Republic,2020-02-27,,52.0,55.0,
Dominican Republic,2020-03-13,,53.0,56.0,
Dominican Republic,2020-03-17,,56.0,47.0,
Dominican Republic,2020-03-23,,17.0,11.0,
Dominican Republic,2020-03-25,,12.0,10.0,
Dominican Republic,2020-04-09,,2.0,5.0,
Dominican Republic,2020-04-10,,3.0,2.0,
Dominican Republic,2020-04-13,,0.0,17.0,
Dominican Republic,2020-04-17,,4.0,4.0,
Dominican Republic,2020-04-21,,4.0,8.0,
Dominican Republic,2020-04-24,,3.0,1.0,
Ecuador,2020-02-01,,5.0,25.0,
Ecuador,2020-02-02,,2.0,24.0,
Ecuador,2020-02-03,,5.0,26.0,
Ecuador,2020-02-04,,3.0,19.0,
Ecuador,2020-02-05,,5.0,24.0,
Ecuador,2020-02-06,,6.0,18.0,
Ecuador,2020-02-07,,3.0,21.0,
Ecuador,2020-02-08,,8.0,23.0,
Ecuador,2020-02-09,,9.0,25.0,
Ecuador,2020-02-10,,3.0,12.0,
Ecuador,2020-02-11,,2.0,10.0,
El Salvador,2020-02-01,,0.0,0.0,
El Salvador,2020-02-07,,0.0,0.0,
El Salvador,2020-02-08,,0.0,2.0,
El Salvador,2020-02-09,,0.0,2.0,
El Salvador,2020-02-10,,1.0,2.0,
El Salvador,2020-02-13,,0.0,1.0,
El Salvador,2020-02-14,,0.0,0.0,
El Salvador,2020-02-15,,0.0,0.0,
El Salvador,2020-02-16,,0.0,,
El Salvador,2020-02-17,,0.0,4.0,
El Salvador,2020-02-18,,0.0,0.0,
El Salvador,2020-02-25,,0.0,0.0,
El Salvador,2020-03-01,,0.0,2.0,
El Salvador,2020-03-02,,0.0,1.0,
El Salvador,2020-03-03,,0.0,1.0,
El Salvador,2020-03-04,,0.0,2.0,
El Salvador,2020-03-07,,0.0,1.0,
El Salvador,2020-03-09,,0.0,4.0,
El Salvador,2020-03-10,,0.0,2.0,
El Salvador,2020-03-11,,0.0,2.0,
El Salvador,2020-03-12,,0.0,2.0,
El Salvador,2020-03-14,,0.0,2.0,
El Salvador,2020-03-24,,0.0,,
El Salvador,2020-03-25,,0.0,,
El Salvador,2020-03-28,,0.0,1.0,
El Salvador,2020-03-30,,0.0,0.0,
El Salvador,2020-04-03,,0.0,3.0,
El Salvador,2020-04-06,,0.0,0.0,
El Salvador,2020-04-10,,0.0,0.0,
El Salvador,2020-04-11,,0.0,2.0,
El Salvador,2020-04-12,,1.0,1.0,
El Salvador,2020-04-14,,0.0,,
El Salvador,2020-04-15,,0.0,1.0,
El Salvador,2020-04-20,,1.0,1.0,
El Salvador,2020-04-30,,0.0,,
Estonia,2020-02-01,,20.0,19.0,
Estonia,2020-02-09,,30.0,31.0,
Estonia,2020-02-11,,32.0,31.0,
Estonia,2020-02-17,,41.0,39.0,
Estonia,2020-02-19,,36.0,36.0,
Estonia,2020-02-21,,38.0,39.0,
Estonia,2020-02-22,,27.0,22.0,
Estonia,2020-02-26,,33.0,35.0,
Estonia,2020-02-27,,37.0,39.0,
Estonia,2020-03-04,,33.0,37.0,
Estonia,2020-03-16,,38.0,36.0,
Estonia,2020-03-18,,8.0,10.0,
Estonia,2020-03-22,,7.0,7.0,
Estonia,2020-03-27,,5.0,4.0,
Estonia,2020-03-29,,1.0,,
Estonia,2020-03-30,,3.0,2.0,
Estonia,2020-03-31,,3.0,2.0,
Estonia,2020-04-03,,4.0,4.0,
Estonia,2020-04-12,,2.0,1.0,
Estonia,2020-04-14,,5.0,7.0,
Estonia,2020-04-19,,1.0,2.0,
Estonia,2020-04-24,,2.0,3.0,
French Polynesia,2020-03-23,,2.0,1.0,
French Polynesia,2020-03-24,,1.0,1.0,
French Polynesia,2020-03-25,,1.0,2.0,
French Polynesia,2020-03-26,,2.0,2.0,
French Polynesia,2020-03-27,,1.0,1.0,
French Polynesia,2020-03-28,,0.0,1.0,
French Polynesia,2020-04-20,,1.0,,
French Polynesia,2020-04-29,,1.0,,
Gambia,2020-02-01,,6.0,3.0,
Gambia,2020-02-02,,2.0,2.0,
Gambia,2020-02-03,,8.0,10.0,
Gambia,2020-02-04,,8.0,8.0,
Gambia,2020-02-05,,7.0,5.0,
Gambia,2020-02-06,,4.0,5.0,
Gambia,2020-02-07,,8.0,11.0,
Gambia,2020-02-08,,6.0,5.0,
Gambia,2020-02-09,,3.0,3.0,
Gambia,2020-02-10,,5.0,11.0,
Gambia,2020-02-11,,7.0,6.0,
Gambia,2020-02-12,,6.0,6.0,
Gambia,2020-02-13,,2.0,2.0,
Gambia,2020-02-14,,8.0,12.0,
Gambia,2020-02-15,,2.0,2.0,
Gambia,2020-02-16,,1.0,2.0,
Gambia,2020-02-17,,7.0,9.0,
Gambia,2020-02-18,,4.0,7.0,
Gambia,2020-02-19,,7.0,6.0,
Gambia,2020-02-20,,4.0,3.0,
Gambia,2020-02-21,,11.0,14.0,
Gambia,2020-02-22,,7.0,5.0,
Gambia,2020-02-23,,4.0,3.0,
Gambia,2020-02-24,,9.0,9.0,
Gambia,2020-02-25,,7.0,7.0,
Gambia,2020-02-26,,7.0,7.0,
Gambia,2020-02-27,,3.0,4.0,
Gambia,2020-02-28,,4.0,10.0,
Gambia,2020-02-29,,6.0,3.0,
Gambia,2020-03-01,,2.0,4.0,
Gambia,2020-03-02,,7.0,9.0,
Gambia,2020-03-03,,7.0,8.0,
Gambia,2020-03-04,,5.0,3.0,
Gambia,2020-03-05,,3.0,3.0,
Gambia,2020-03-06,,8.0,9.0,
Gambia,2020-03-07,,6.0,3.0,
Gambia,2020-03-08,,4.0,5.0,
Gambia,2020-03-09,,9.0,9.0,
Gambia,2020-03-10,,2.0,2.0,
Gambia,2020-03-11,,3.0,5.0,
Gambia,2020-03-12,,3.0,4.0,
Gambia,2020-03-13,,10.0,12.0,
Gambia,2020-03-14,,4.0,3.0,
Gambia,2020-03-15,,1.0,3.0,
Gambia,2020-03-16,,9.0,8.0,
Gambia,2020-03-17,,6.0,7.0,
Gambia,2020-03-18,,8.0,5.0,
Gambia,2020-03-19,,2.0,6.0,
Gambia,2020-03-20,,11.0,8.0,
Gambia,2020-03-21,,9.0,7.0,
Gambia,2020-03-22,,1.0,3.0,
Gambia,2020-03-23,,3.0,1.0,
Gambia,2020-03-24,,1.0,,
Gambia,2020-03-25,,1.0,1.0,
Gambia,2020-03-29,,1.0,1.0,
Gambia,2020-04-06,,1.0,1.0,
Gambia,2020-04-07,,1.0,1.0,
Gambia,2020-04-08,,1.0,,
Gambia,2020-04-15,,1.0,1.0,
Gambia,2020-04-17,,0.0,1.0,
Gambia,2020-04-18,,1.0,,
Gambia,2020-04-21,,1.0,1.0,
Gambia,2020-04-23,,1.0,,
Gambia,2020-04-24,,0.0,1.0,
Gambia,2020-04-30,,1.0,0.0,
Georgia,2020-02-01,,3.0,12.0,
Georgia,2020-02-02,,4.0,10.0,
Georgia,2020-02-03,,2.0,6.0,
Georgia,2020-02-04,,3.0,11.0,
Georgia,2020-02-05,,3.0,7.0,
Georgia,2020-02-06,,2.0,6.0,
Georgia,2020-02-07,,1.0,9.0,
Georgia,2020-02-08,,6.0,11.0,
Georgia,2020-02-09,,5.0,7.0,
Georgia,2020-02-10,,4.0,9.0,
Georgia,2020-02-11,,5.0,9.0,
Georgia,2020-02-12,,4.0,8.0,
Georgia,2020-02-13,,3.0,7.0,
Georgia,2020-02-14,,5.0,8.0,
Georgia,2020-02-15,,8.0,10.0,
Georgia,2020-02-16,,4.0,10.0,
Georgia,2020-02-17,,6.0,8.0,
Georgia,2020-02-18,,6.0,10.0,
Georgia,2020-02-19,,5.0,8.0,
Georgia,2020-02-20,,2.0,5.0,
Georgia,2020-02-21,,4.0,8.0,
Georgia,2020-02-22,,5.0,12.0,
Georgia,2020-02-23,,4.0,10.0,
Georgia,2020-02-24,,1.0,6.0,
Georgia,2020-02-25,,5.0,9.0,
Georgia,2020-02-26,,2.0,6.0,
Georgia,2020-02-27,,2.0,7.0,
Georgia,2020-02-28,,3.0,8.0,
Georgia,2020-02-29,,7.0,11.0,
Georgia,2020-03-01,,7.0,10.0,
Georgia,2020-03-02,,1.0,7.0,
Georgia,2020-03-03,,3.0,11.0,
Georgia,2020-03-04,,3.0,7.0,
Georgia,2020-03-05,,3.0,5.0,
Georgia,2020-03-06,,3.0,6.0,
Georgia,2020-03-07,,11.0,8.0,
Georgia,2020-03-08,,3.0,8.0,
Georgia,2020-03-09,,2.0,1.0,
Georgia,2020-04-07,,1.0,1.0,
Georgia,2020-04-16,,1.0,2.0,
Georgia,2020-04-22,,1.0,,
Grenada,2020-02-14,,1.0,1.0,
Grenada,2020-03-05,,1.0,,
Guatemala,2020-02-19,,1.0,4.0,
Guatemala,2020-03-07,,1.0,6.0,
Guatemala,2020-03-15,,1.0,5.0,
Guatemala,2020-03-27,,0.0,1.0,
Guinea Bissau,2020-02-03,,2.0,1.0,
Guinea Bissau,2020-02-19,,1.0,1.0,
Guinea Bissau,2020-02-21,,2.0,1.0,
Guinea Bissau,2020-02-22,,0.0,1.0,
Guinea Bissau,2020-02-23,,1.0,2.0,
Guinea Bissau,2020-02-24,,1.0,2.0,
Guinea Bissau,2020-02-29,,1.0,,
Guinea Bissau,2020-03-07,,0.0,1.0,
Guinea Bissau,2020-03-08,,2.0,,
Guinea Bissau,2020-03-09,,1.0,2.0,
Guinea Bissau,2020-03-10,,1.0,,
Guinea Bissau,2020-03-13,,1.0,1.0,
Guinea Bissau,2020-03-14,,0.0,,
Guinea Bissau,2020-03-16,,1.0,1.0,
Guinea Bissau,2020-03-17,,1.0,1.0,
Guinea Bissau,2020-03-18,,1.0,1.0,
Guinea Bissau,2020-03-26,,1.0,1.0,
Guinea Bissau,2020-03-28,,1.0,1.0,
Haiti,2020-02-01,,2.0,5.0,
Haiti,2020-02-04,,0.0,5.0,
Haiti,2020-02-05,,1.0,3.0,
Haiti,2020-02-06,,1.0,3.0,
Haiti,2020-02-07,,1.0,1.0,
Haiti,2020-02-10,,3.0,3.0,
Haiti,2020-02-11,,1.0,3.0,
Haiti,2020-02-14,,1.0,5.0,
Haiti,2020-02-15,,0.0,6.0,
Haiti,2020-02-16,,0.0,6.0,
Haiti,2020-02-17,,1.0,7.0,
Haiti,2020-02-18,,0.0,6.0,
Haiti,2020-02-19,,0.0,9.0,
Haiti,2020-02-20,,0.0,10.0,
Haiti,2020-02-22,,1.0,7.0,
Haiti,2020-02-27,,1.0,6.0,
Haiti,2020-02-29,,2.0,9.0,
Haiti,2020-03-01,,1.0,5.0,
Haiti,2020-03-02,,2.0,5.0,
Haiti,2020-03-04,,2.0,6.0,
Haiti,2020-03-10,,3.0,1.0,
Haiti,2020-03-11,,1.0,5.0,
Haiti,2020-03-15,,0.0,15.0,
Haiti,2020-03-17,,2.0,8.0,
Haiti,2020-03-22,,1.0,4.0,
Haiti,2020-03-23,,2.0,1.0,
Haiti,2020-03-24,,2.0,1.0,
Haiti,2020-03-28,,1.0,1.0,
Haiti,2020-03-29,,1.0,2.0,
Haiti,2020-03-30,,2.0,2.0,
Haiti,2020-04-03,,1.0,2.0,
Haiti,2020-04-04,,1.0,3.0,
Haiti,2020-04-05,,0.0,2.0,
Haiti,2020-04-10,,1.0,1.0,
Haiti,2020-04-11,,0.0,3.0,
Haiti,2020-04-20,,0.0,,
Haiti,2020-04-21,,1.0,1.0,
Haiti,2020-04-23,,1.0,2.0,
Haiti,2020-04-24,,2.0,0.0,
Hungary,2020-03-06,,154.0,160.0,
Hungary,2020-03-13,,131.0,133.0,
Hungary,2020-03-14,,91.0,85.0,
Hungary,2020-03-21,,44.0,44.0,
Hungary,2020-03-23,,44.0,41.0,
Hungary,2020-03-28,,8.0,11.0,
Hungary,2020-04-03,,18.0,17.0,
Hungary,2020-04-10,,16.0,14.0,
Hungary,2020-04-13,,10.0,9.0,
Hungary,2020-04-14,,9.0,9.0,
Hungary,2020-04-19,,8.0,8.0,
Hungary,2020-04-20,,13.0,12.0,
Hungary,2020-04-25,,4.0,5.0,
Hungary,2020-04-26,,10.0,8.0,
Iceland,2020-02-03,,38.0,39.0,
Iceland,2020-02-04,,36.0,43.0,
Iceland,2020-02-05,,39.0,31.0,
Iceland,2020-02-10,,46.0,38.0,
Iceland,2020-02-13,,44.0,47.0,
Iceland,2020-02-14,,16.0,19.0,
Iceland,2020-02-23,,45.0,45.0,
Iceland,2020-02-24,,44.0,46.0,
Iceland,2020-02-27,,40.0,42.0,
Iceland,2020-03-01,,47.0,44.0,
Iceland,2020-03-03,,45.0,43.0,
Iceland,2020-03-09,,44.0,44.0,
Iceland,2020-03-16,,38.0,38.0,
Iceland,2020-03-20,,24.0,26.0,
Iceland,2020-03-22,,14.0,17.0,
Iceland,2020-03-24,,14.0,14.0,
Iceland,2020-03-26,,12.0,9.0,
Iceland,2020-03-29,,9.0,7.0,
Iceland,2020-04-03,,10.0,7.0,
Iceland,2020-04-04,,5.0,5.0,
Iceland,2020-04-06,,4.0,3.0,
Iceland,2020-04-10,,2.0,2.0,
Iceland,2020-04-15,,8.0,7.0,
Iceland,2020-04-16,,4.0,6.0,
Iceland,2020-04-17,,3.0,5.0,
Iceland,2020-04-21,,4.0,5.0,
Iceland,2020-04-24,,7.0,6.0,
Iceland,2020-04-28,,4.0,6.0,
Iran,2020-02-10,,4.0,1.0,
Iran,2020-02-18,,2.0,8.0,
Iran,2020-02-25,,5.0,12.0,
Iran,2020-02-26,,2.0,6.0,
Iran,2020-03-20,,4.0,3.0,
Iran,2020-03-24,,1.0,1.0,
Iran,2020-03-29,,3.0,3.0,
Iran,2020-03-31,,0.0,4.0,
Iran,2020-04-01,,2.0,3.0,
Iran,2020-04-05,,0.0,0.0,
Iran,2020-04-09,,5.0,8.0,
Iran,2020-04-11,,3.0,5.0,
Iran,2020-04-15,,3.0,4.0,
Iran,2020-04-17,,9.0,5.0,
Iran,2020-04-21,,5.0,3.0,
Iran,2020-04-29,,3.0,6.0,
Iran,2020-04-30,,3.0,4.0,
Iraq,2020-03-14,,2.0,0.0,
Iraq,2020-03-24,,3.0,1.0,
Iraq,2020-03-27,,3.0,2.0,
Iraq,2020-03-28,,1.0,1.0,
Iraq,2020-03-31,,1.0,0.0,
Iraq,2020-04-01,,1.0,1.0,
Israel,2020-02-08,,78.0,51.0,
Israel,2020-02-09,,91.0,33.0,
Israel,2020-02-13,,66.0,1.0,
Israel,2020-02-25,,119.0,111.0,
Israel,2020-03-03,,46.0,7.0,
Israel,2020-03-06,,42.0,12.0,
Israel,2020-03-09,,40.0,7.0,
Israel,2020-03-19,,16.0,2.0,
Israel,2020-03-20,,15.0,8.0,
Israel,2020-03-26,,17.0,5.0,
Israel,2020-03-27,,10.0,,
Israel,2020-03-28,,17.0,12.0,
Israel,2020-03-29,,8.0,4.0,
Israel,2020-03-31,,10.0,6.0,
Israel,2020-04-09,,12.0,3.0,
Israel,2020-04-13,,12.0,3.0,
Israel,2020-04-29,,15.0,1.0,
Jacksonville,2020-04-07,,1.0,0.0,
Jacksonville,2020-04-08,,0.0,1.0,
Jacksonville,2020-04-11,,0.0,0.0,
Jacksonville,2020-04-16,,0.0,0.0,
Jacksonville,2020-04-17,,0.0,0.0,
Jacksonville,2020-04-18,,0.0,0.0,
Jacksonville,2020-04-20,,0.0,,
Jacksonville,2020-04-22,,0.0,0.0,
Jacksonville,2020-04-28,,0.0,0.0,
Kazakhstan,2020-02-18,,22.0,11.0,
Kazakhstan,2020-03-23,,9.0,9.0,
Kazakhstan,2020-03-25,,3.0,6.0,
Kazakhstan,2020-03-26,,11.0,10.0,
Kazakhstan,2020-03-27,,5.0,3.0,
Kazakhstan,2020-03-28,,8.0,12.0,
Kazakhstan,2020-03-30,,7.0,6.0,
Kazakhstan,2020-03-31,,7.0,2.0,
Kazakhstan,2020-04-01,,4.0,11.0,
Kazakhstan,2020-04-03,,4.0,1.0,
Kazakhstan,2020-04-04,,3.0,7.0,
Kazakhstan,2020-04-05,,7.0,8.0,
Kazakhstan,2020-04-06,,6.0,8.0,
Kazakhstan,2020-04-07,,7.0,7.0,
Kazakhstan,2020-04-08,,8.0,13.0,
Kazakhstan,2020-04-09,,12.0,10.0,
Kazakhstan,2020-04-10,,10.0,5.0,
Kazakhstan,2020-04-11,,8.0,16.0,
Kazakhstan,2020-04-12,,4.0,7.0,
Kazakhstan,2020-04-13,,17.0,8.0,
Kazakhstan,2020-04-14,,7.0,9.0,
Kazakhstan,2020-04-15,,6.0,11.0,
Kazakhstan,2020-04-16,,14.0,8.0,
Kazakhstan,2020-04-17,,6.0,13.0,
Kazakhstan,2020-04-18,,14.0,14.0,
Kazakhstan,2020-04-19,,13.0,13.0,
Kazakhstan,2020-04-20,,14.0,13.0,
Kazakhstan,2020-04-22,,6.0,16.0,
Kazakhstan,2020-04-23,,14.0,10.0,
Kazakhstan,2020-04-24,,5.0,9.0,
Kenya,2020-03-06,,2.0,1.0,
Kenya,2020-03-11,,1.0,3.0,
Kenya,2020-03-13,,4.0,2.0,
Kenya,2020-03-15,,6.0,3.0,
Kenya,2020-03-16,,2.0,,
Kenya,2020-03-17,,2.0,1.0,
Kenya,2020-03-18,,1.0,3.0,
Kenya,2020-03-19,,2.0,1.0,
Kenya,2020-03-20,,1.0,3.0,
Kenya,2020-03-21,,2.0,1.0,
Kenya,2020-03-22,,3.0,1.0,
Kenya,2020-03-24,,1.0,1.0,
Kenya,2020-03-25,,2.0,,
Kenya,2020-03-28,,1.0,,
Kenya,2020-03-29,,1.0,,
Kenya,2020-03-30,,2.0,1.0,
Kenya,2020-03-31,,1.0,0.0,
Kenya,2020-04-01,,0.0,,
Kenya,2020-04-03,,1.0,,
Kenya,2020-04-06,,1.0,,
Kenya,2020-04-19,,1.0,,
"Korea, Republic of",2020-04-17,,42.0,82.0,
"Korea, Republic of",2020-04-19,,54.0,80.0,
Kuwait,2020-02-02,,0.0,3.0,
Kuwait,2020-02-03,,1.0,5.0,
Kuwait,2020-02-04,,4.0,1.0,
Kuwait,2020-02-10,,1.0,1.0,
Kuwait,2020-02-24,,2.0,6.0,
Kuwait,2020-02-25,,1.0,5.0,
Kuwait,2020-02-26,,0.0,8.0,
Kuwait,2020-02-28,,5.0,6.0,
Kuwait,2020-03-01,,0.0,1.0,
Kuwait,2020-03-04,,0.0,1.0,
Kuwait,2020-03-08,,1.0,1.0,
Kuwait,2020-03-09,,0.0,0.0,
Kuwait,2020-03-12,,1.0,2.0,
Kuwait,2020-03-13,,1.0,2.0,
Kuwait,2020-03-14,,1.0,1.0,
Kuwait,2020-03-17,,1.0,3.0,
Kuwait,2020-03-18,,0.0,3.0,
Kuwait,2020-03-19,,1.0,3.0,
Kuwait,2020-03-20,,1.0,1.0,
Kuwait,2020-03-21,,0.0,0.0,
Kuwait,2020-03-22,,0.0,,
Kuwait,2020-03-23,,0.0,2.0,
Kuwait,2020-03-25,,0.0,0.0,
Kuwait,2020-03-27,,0.0,2.0,
Kuwait,2020-03-28,,1.0,1.0,
Kuwait,2020-03-31,,0.0,0.0,
Kuwait,2020-04-02,,1.0,0.0,
Kuwait,2020-04-03,,0.0,1.0,
Kuwait,2020-04-07,,0.0,1.0,
Kuwait,2020-04-09,,1.0,1.0,
Kuwait,2020-04-11,,2.0,1.0,
Kuwait,2020-04-13,,0.0,0.0,
Kuwait,2020-04-14,,1.0,1.0,
Kuwait,2020-04-15,,1.0,0.0,
Kuwait,2020-04-16,,1.0,1.0,
Kuwait,2020-04-17,,0.0,0.0,
Kuwait,2020-04-22,,0.0,1.0,
Kuwait,2020-04-23,,0.0,0.0,
Kuwait,2020-04-28,,0.0,0.0,
Kuwait,2020-04-29,,1.0,1.0,
Kuwait,2020-04-30,,0.0,4.0,
Latvia,2020-03-18,,4.0,5.0,
Latvia,2020-03-21,,4.0,2.0,
Latvia,2020-04-02,,3.0,2.0,
Latvia,2020-04-03,,2.0,2.0,
Latvia,2020-04-04,,0.0,0.0,
Latvia,2020-04-11,,1.0,,
Latvia,2020-04-14,,2.0,3.0,
Latvia,2020-04-16,,4.0,4.0,
Latvia,2020-04-27,,5.0,5.0,
Lebanon,2020-02-03,,38.0,37.0,
Lebanon,2020-02-06,,33.0,28.0,
Lebanon,2020-02-08,,9.0,4.0,
Lebanon,2020-02-11,,1.0,0.0,
Lebanon,2020-02-12,,0.0,0.0,
Lebanon,2020-02-13,,1.0,,
Lebanon,2020-02-14,,0.0,1.0,
Lebanon,2020-02-15,,0.0,1.0,
Lebanon,2020-02-17,,1.0,0.0,
Lebanon,2020-02-18,,1.0,1.0,
Lebanon,2020-02-20,,1.0,0.0,
Lebanon,2020-02-21,,0.0,1.0,
Lebanon,2020-02-24,,0.0,0.0,
Lebanon,2020-02-25,,0.0,0.0,
Lebanon,2020-02-27,,0.0,0.0,
Lebanon,2020-02-28,,1.0,2.0,
Lebanon,2020-02-29,,0.0,0.0,
Lebanon,2020-03-01,,0.0,1.0,
Lebanon,2020-03-02,,0.0,0.0,
Lebanon,2020-03-04,,0.0,1.0,
Lebanon,2020-03-05,,0.0,0.0,
Lebanon,2020-03-06,,1.0,0.0,
Lebanon,2020-03-07,,3.0,,
Lebanon,2020-03-09,,0.0,0.0,
Lebanon,2020-03-10,,0.0,0.0,
Lebanon,2020-03-12,,1.0,1.0,
Lebanon,2020-03-13,,1.0,0.0,
Lebanon,2020-03-15,,1.0,,
Lebanon,2020-03-16,,1.0,,
Lebanon,2020-03-17,,0.0,0.0,
Lebanon,2020-03-20,,0.0,0.0,
Lebanon,2020-03-21,,0.0,0.0,
Lebanon,2020-03-22,,0.0,,
Lebanon,2020-03-25,,0.0,,
Lebanon,2020-03-26,,0.0,0.0,
Lebanon,2020-03-27,,0.0,0.0,
Lebanon,2020-04-01,,0.0,,
Lebanon,2020-04-05,,0.0,0.0,
Lebanon,2020-04-06,,0.0,0.0,
Lebanon,2020-04-07,,0.0,1.0,
Lebanon,2020-04-08,,0.0,0.0,
Lebanon,2020-04-12,,0.0,0.0,
Lebanon,2020-04-15,,0.0,0.0,
Lebanon,2020-04-16,,0.0,0.0,
Lebanon,2020-04-17,,0.0,0.0,
Lebanon,2020-04-18,,0.0,0.0,
Lebanon,2020-04-19,,0.0,,
Lebanon,2020-04-22,,0.0,,
Lebanon,2020-04-27,,0.0,,
Lebanon,2020-04-28,,0.0,0.0,
Lebanon,2020-04-29,,0.0,,
